From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
vectorbase:AMIN005211	A0A182W4E8	unreviewed	A0A182W4E8_9DIPT	Secreted protein		Anopheles minimus	396								
vectorbase:AMIN004389	A0A182W229	unreviewed	A0A182W229_9DIPT	AB hydrolase-1 domain-containing protein		Anopheles minimus	413			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824			
vectorbase:ACUA004043	A0A182LX40	unreviewed	A0A182LX40_9DIPT	AB hydrolase-1 domain-containing protein		Anopheles culicifacies	394			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824			
vectorbase:ASTE008469	A0A182YBN0	unreviewed	A0A182YBN0_ANOST	AB hydrolase-1 domain-containing protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	395			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824			
vectorbase:AGAP011912	A0A1S4H7X4	unreviewed	A0A1S4H7X4_ANOGA	Venom serine protease 34		Anopheles gambiae (African malaria mosquito)	433	proteolysis [GO:0006508]	membrane [GO:0016020]	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0016020			
vectorbase:AGAP011912	Q7PZH5	unreviewed	Q7PZH5_ANOGA	AGAP011912-PA	AgaP_AGAP011912	Anopheles gambiae (African malaria mosquito)	408	proteolysis [GO:0006508]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005615; GO:0006508			
vectorbase:AMEC004662	A0A182TLT4	unreviewed	A0A182TLT4_9DIPT	Peptidase S1 domain-containing protein		Anopheles melas	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AEPI008705	A0A182PP26	unreviewed	A0A182PP26_9DIPT	Peptidase S1 domain-containing protein		Anopheles epiroticus	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ACUA020205	A0A182MK40	unreviewed	A0A182MK40_9DIPT	Venom serine protease 34		Anopheles culicifacies	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ADIR001956	A0A182N2U4	unreviewed	A0A182N2U4_9DIPT	Venom serine protease 34		Anopheles dirus	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AATE000387	A0A182IJL1	unreviewed	A0A182IJL1_9DIPT	Cub domain serine protease		Anopheles atroparvus	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ASIS003246	A0A084WIL1	unreviewed	A0A084WIL1_ANOSI	AGAP011913-PA-like protein	ZHAS_00018103	Anopheles sinensis (Mosquito)	395	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AEPI010120	A0A182PT34	unreviewed	A0A182PT34_9DIPT	Secreted protein		Anopheles epiroticus	395								
vectorbase:ACUA010431	A0A182M655	unreviewed	A0A182M655_9DIPT	Salivary secreted protein		Anopheles culicifacies	395								
vectorbase:ASTE006149	A0A182Y7N4	unreviewed	A0A182Y7N4_ANOST	Secreted protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	395								
vectorbase:AMAM016400	A0A182SZ78	unreviewed	A0A182SZ78_9DIPT	Secreted protein		Anopheles maculatus	395								
vectorbase:AFAF002426	A0A182Q3N1	unreviewed	A0A182Q3N1_9DIPT	Secreted protein		Anopheles farauti	395								
vectorbase:AATE017436	A0A182JG33	unreviewed	A0A182JG33_9DIPT	DUF725 domain-containing protein		Anopheles atroparvus	395								
vectorbase:ACHR006023	A0A182K5I8	unreviewed	A0A182K5I8_9DIPT	Peptidase S1 domain-containing protein		Anopheles christyi	394	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ASTE007347	A0A182Y9G9	unreviewed	A0A182Y9G9_ANOST	Peptidase S1 domain-containing protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	394	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ACUA007102	A0A182M1E7	unreviewed	A0A182M1E7_9DIPT	Cub domain serine protease		Anopheles culicifacies	423	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AALB003743	A0A182FB63	unreviewed	A0A182FB63_ANOAL	Venom serine protease 34		Anopheles albimanus (New world malaria mosquito)	394	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ADIR000834	A0A182MZM9	unreviewed	A0A182MZM9_9DIPT	Secreted protein		Anopheles dirus	394								
vectorbase:AALB009939	A0A182FTQ5	unreviewed	A0A182FTQ5_ANOAL	AB hydrolase-1 domain-containing protein		Anopheles albimanus (New world malaria mosquito)	393			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824			
vectorbase:ADIR001957	A0A182N2U5	unreviewed	A0A182N2U5_9DIPT	Peptidase S1 domain-containing protein		Anopheles dirus	393	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AFUN000978	A0A182R486	unreviewed	A0A182R486_ANOFN	Secreted protein		Anopheles funestus (African malaria mosquito)	393								
vectorbase:AFUN000978	Q06DI5	unreviewed	Q06DI5_ANOFN	G1 family long form salivary protein 3		Anopheles funestus (African malaria mosquito)	269								
vectorbase:ASTE008872	A0A182YGE1	unreviewed	A0A182YGE1_ANOST	TRIO salivary gland protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	393								
vectorbase:ASTE008872	Q86M94	unreviewed	Q86M94_ANOST	TRIO salivary gland protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	393								
vectorbase:AGAP013423	F5HM48	unreviewed	F5HM48_ANOGA	AGAP013423-PA (Salivary gland protein 9)	11175920 AgaP_AGAP013423	Anopheles gambiae (African malaria mosquito)	393								
vectorbase:AGAP013423	Q9BIH0	unreviewed	Q9BIH0_ANOGA	GSG9 protein	gSG9	Anopheles gambiae (African malaria mosquito)	76								
vectorbase:AMAM007764	A0A182SJ24	unreviewed	A0A182SJ24_9DIPT	Peptidase S1 domain-containing protein		Anopheles maculatus	392	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AATE015923	A0A182JDA1	unreviewed	A0A182JDA1_9DIPT	Peptidase S1 domain-containing protein		Anopheles atroparvus	392	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ASIS007156	A0A084WIL2	unreviewed	A0A084WIL2_ANOSI	AGAP011912-PA-like protein	ZHAS_00018105	Anopheles sinensis (Mosquito)	406	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ASIS007156	A0A084WIL3	unreviewed	A0A084WIL3_ANOSI	AGAP011911-PA-like protein (F-box domain-containing protein)	ZHAS_00018106	Anopheles sinensis (Mosquito)	521								
vectorbase:AALB003742	A0A182FB62	unreviewed	A0A182FB62_ANOAL	Venom serine protease 34		Anopheles albimanus (New world malaria mosquito)	392	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:ADAC000414	A0A2M4CHD9	unreviewed	A0A2M4CHD9_ANODA	Putative venom serine protease 34		Anopheles darlingi (Mosquito)	921	proteolysis [GO:0006508]	membrane [GO:0016020]	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0016020			
vectorbase:ADAC000414	W5JUB1	unreviewed	W5JUB1_ANODA	F-box domain-containing protein	AND_000414	Anopheles darlingi (Mosquito)	774	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AGAP000607	O97411	unreviewed	O97411_ANOGA	Secreted protein		Anopheles gambiae (African malaria mosquito)	122								
vectorbase:AGAP000607	Q5TV62	unreviewed	Q5TV62_ANOGA	AGAP000607-PA (Salivary gland protein 1-like 3)	3289717 AgaP_AGAP000607	Anopheles gambiae (African malaria mosquito)	392								
vectorbase:AGAP000607	Q8WR33	unreviewed	Q8WR33_ANOGA	Salivary gland 1-like 3 protein		Anopheles gambiae (African malaria mosquito)	269								
vectorbase:AARA010442	A0A182IA31	unreviewed	A0A182IA31_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	392								
vectorbase:AMEM018178	A0A182VNX6	unreviewed	A0A182VNX6_ANOME	Secreted protein		Anopheles merus (Mosquito)	392								
vectorbase:ADIR003224	A0A182N6F2	unreviewed	A0A182N6F2_9DIPT	41 kDa salivary secreted protein		Anopheles dirus	392								
vectorbase:AGAP001374	Q7PUJ5	unreviewed	Q7PUJ5_ANOGA	AGAP001374-PA (TRIO salivary gland protein)	1281804 AgaP_AGAP001374	Anopheles gambiae (African malaria mosquito)	391								
vectorbase:AGAP001374	Q8WR22	unreviewed	Q8WR22_ANOGA	TRIO protein		Anopheles gambiae (African malaria mosquito)	391								
vectorbase:AARA001829	A0A182HKP9	unreviewed	A0A182HKP9_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	391								
vectorbase:AMEC016180	A0A182U936	unreviewed	A0A182U936_9DIPT	Uncharacterized protein		Anopheles melas	391								
vectorbase:AALB006535	A0A182FJ40	unreviewed	A0A182FJ40_ANOAL	Secreted protein		Anopheles albimanus (New world malaria mosquito)	405								
vectorbase:AATE010388	A0A182J2Z4	unreviewed	A0A182J2Z4_9DIPT	Secreted protein		Anopheles atroparvus	469								
vectorbase:AFUN007820	A0A182RNI9	unreviewed	A0A182RNI9_ANOFN	Secreted protein		Anopheles funestus (African malaria mosquito)	390								
vectorbase:AFUN007820	Q06DF4	unreviewed	Q06DF4_ANOFN	Trio 2 salivary protein		Anopheles funestus (African malaria mosquito)	390								
vectorbase:AFUN007820	Q06DH6	unreviewed	Q06DH6_ANOFN	Trio salivary protein		Anopheles funestus (African malaria mosquito)	160								
vectorbase:AATE020852	A0A182JMI7	unreviewed	A0A182JMI7_9DIPT	Secreted protein		Anopheles atroparvus	399								
vectorbase:ASIS001969	A0A084W249	unreviewed	A0A084W249_ANOSI	TRIO salivary gland protein	ZHAS_00012161	Anopheles sinensis (Mosquito)	390								
vectorbase:ASIS002484	A0A084VLJ1	unreviewed	A0A084VLJ1_ANOSI	AGAP000607-PA-like protein	ZHAS_00006321	Anopheles sinensis (Mosquito)	389								
vectorbase:ACHR001577	A0A182JSU5	unreviewed	A0A182JSU5_9DIPT	Secreted RxLR effector peptide protein		Anopheles christyi	389								
vectorbase:AMAM002964	A0A182SAL5	unreviewed	A0A182SAL5_9DIPT	TRIO salivary gland protein		Anopheles maculatus	389								
vectorbase:AALB006534	A0A182FJ39	unreviewed	A0A182FJ39_ANOAL	Secreted protein		Anopheles albimanus (New world malaria mosquito)	387								
vectorbase:AALB006534	Q86CT5	unreviewed	Q86CT5_ANOAL	Secretion protein gp65		Anopheles albimanus (New world malaria mosquito)	386								
vectorbase:AEPI001122	A0A182P2I8	unreviewed	A0A182P2I8_9DIPT	Secreted protein		Anopheles epiroticus	387								
vectorbase:AATE000965	A0A182IKN9	unreviewed	A0A182IKN9_9DIPT	Protein kinase domain-containing protein		Anopheles atroparvus	1143								
vectorbase:AEPI005519	A0A182PF14	unreviewed	A0A182PF14_9DIPT	41 kDa salivary secreted protein		Anopheles epiroticus	386								
vectorbase:AGAP000548	Q7QFL2	unreviewed	Q7QFL2_ANOGA	AGAP000548-PA (Salivary gland protein 1-like 2)	1271676 AgaP_AGAP000548	Anopheles gambiae (African malaria mosquito)	385								
vectorbase:AGAP000548	Q9BIH6	unreviewed	Q9BIH6_ANOGA	GSG1b protein	gSG1b	Anopheles gambiae (African malaria mosquito)	385								
vectorbase:AMEM009320	A0A182V5S3	unreviewed	A0A182V5S3_ANOME	Uncharacterized protein		Anopheles merus (Mosquito)	764								
vectorbase:AMEC013436	A0A182U3V8	unreviewed	A0A182U3V8_9DIPT	Secreted protein		Anopheles melas	385								
vectorbase:AEPI003018	A0A182P7W5	unreviewed	A0A182P7W5_9DIPT	Secreted protein		Anopheles epiroticus	385								
vectorbase:ACHR002751	A0A182JW69	unreviewed	A0A182JW69_9DIPT	Secreted protein		Anopheles christyi	385								
vectorbase:AFUN003544	A0A182RBI0	unreviewed	A0A182RBI0_ANOFN	Secreted RxLR effector peptide protein		Anopheles funestus (African malaria mosquito)	384								
vectorbase:AFUN003544	Q06DF0	unreviewed	Q06DF0_ANOFN	GSG1b salivary proteins		Anopheles funestus (African malaria mosquito)	384								
vectorbase:AFUN003544	Q06DF1	unreviewed	Q06DF1_ANOFN	GSG1b salivary protein		Anopheles funestus (African malaria mosquito)	384								
vectorbase:AMIN005301	A0A182W4N8	unreviewed	A0A182W4N8_9DIPT	Secreted protein		Anopheles minimus	384								
vectorbase:ACUA015800	A0A182MDS6	unreviewed	A0A182MDS6_9DIPT	Secreted protein		Anopheles culicifacies	384								
vectorbase:AFAF005002	A0A182Q888	unreviewed	A0A182Q888_9DIPT	Peptidase_M13_N domain-containing protein		Anopheles farauti	384								
vectorbase:ASTE007699	A0A182YQ38	unreviewed	A0A182YQ38_ANOST	Secreted protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	383								
vectorbase:ASTE007699	Q8I6N7	unreviewed	Q8I6N7_ANOST	Putative salivary protein SG1C		Anopheles stephensi (Indo-Pakistan malaria mosquito)	383								
vectorbase:AMIN000557	A0A182VR74	unreviewed	A0A182VR74_9DIPT	Secreted protein		Anopheles minimus	383								
vectorbase:ACUA002743	A0A182LV57	unreviewed	A0A182LV57_9DIPT	Secreted protein		Anopheles culicifacies	383								
vectorbase:ADIR001321	A0A182N113	unreviewed	A0A182N113_9DIPT	Secreted protein		Anopheles dirus	380								
vectorbase:ADIR002469	A0A182N4A4	unreviewed	A0A182N4A4_9DIPT	Secreted protein		Anopheles dirus	377								
vectorbase:AALB006440	A0A182FIU5	unreviewed	A0A182FIU5_ANOAL	CHAD domain-containing protein		Anopheles albimanus (New world malaria mosquito)	268								
vectorbase:ASIS004639	A0A084VX05	unreviewed	A0A084VX05_ANOSI	GSG1b salivary protein	ZHAS_00010234	Anopheles sinensis (Mosquito)	367								
vectorbase:ADIR005394	A0A182NCN0	unreviewed	A0A182NCN0_9DIPT	Secreted protein		Anopheles dirus	343								
vectorbase:AFAF001529	A0A182Q210	unreviewed	A0A182Q210_9DIPT	Secreted protein		Anopheles farauti	340								
vectorbase:ASIS023620	A0A084WR05	unreviewed	A0A084WR05_ANOSI	AGAP004334-PA-like protein	ZHAS_00020930	Anopheles sinensis (Mosquito)	438								
vectorbase:ASTE002883	A0A182YJM8	unreviewed	A0A182YJM8_ANOST	Zgc:		Anopheles stephensi (Indo-Pakistan malaria mosquito)	335								
vectorbase:AFUN002461	A0A182R8F2	unreviewed	A0A182R8F2_ANOFN	Secreted protein		Anopheles funestus (African malaria mosquito)	328								
vectorbase:AMAM001527	A0A182S804	unreviewed	A0A182S804_9DIPT	Secreted protein		Anopheles maculatus	334								
vectorbase:ACUA027136	A0A182MVB7	unreviewed	A0A182MVB7_9DIPT	DUF725 domain-containing protein		Anopheles culicifacies	333								
vectorbase:AGAP004334	Q9BIH7	unreviewed	Q9BIH7_ANOGA	AGAP004334-PA (GSG5 protein) (Salivary gland protein 5)	gSG5 1274481 AgaP_AGAP004334	Anopheles gambiae (African malaria mosquito)	332								
vectorbase:ACHR007817	A0A182KAN0	unreviewed	A0A182KAN0_9DIPT	DUF725 domain-containing protein		Anopheles christyi	332								
vectorbase:AALB002328	A0A182F769	unreviewed	A0A182F769_ANOAL	Secreted protein		Anopheles albimanus (New world malaria mosquito)	332								
vectorbase:AEPI001456	A0A182P3H1	unreviewed	A0A182P3H1_9DIPT	DUF725 domain-containing protein		Anopheles epiroticus	330								
vectorbase:AMIN004731	A0A182W321	unreviewed	A0A182W321_9DIPT	Secreted protein		Anopheles minimus	330								
vectorbase:AATE016685	A0A182JEP8	unreviewed	A0A182JEP8_9DIPT	Secreted protein		Anopheles atroparvus	330								
vectorbase:ADAC010080	B6DDQ8	unreviewed	B6DDQ8_ANODA	Long form D7 salivary protein		Anopheles darlingi (Mosquito)	317	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010080	W5J6C3	unreviewed	W5J6C3_ANODA	Long form D7 salivary protein	AND_010080	Anopheles darlingi (Mosquito)	249	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AATE004070	A0A182IRF8	unreviewed	A0A182IRF8_9DIPT	Long form d7 salivary protein		Anopheles atroparvus	316	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASTE008614	A0A182Y3G1	unreviewed	A0A182Y3G1_ANOST	General odorant-binding protein 99a		Anopheles stephensi (Indo-Pakistan malaria mosquito)	161	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASTE008614	Q8I6Q0	unreviewed	Q8I6Q0_ANOST	Putative salivary protein D7B		Anopheles stephensi (Indo-Pakistan malaria mosquito)	161	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASTE008614	Q95NY5	unreviewed	Q95NY5_ANOST	D7 protein (Long form D7clu2 salivary protein)		Anopheles stephensi (Indo-Pakistan malaria mosquito)	315	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008279	A0A1S4GYJ6	unreviewed	A0A1S4GYJ6_ANOGA	D7 long form salivary protein		Anopheles gambiae (African malaria mosquito)	315	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008279	Q7Q484	unreviewed	Q7Q484_ANOGA	AGAP008279-PA	AgaP_AGAP008279	Anopheles gambiae (African malaria mosquito)	321	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMIN006011	A0A182W6P6	unreviewed	A0A182W6P6_9DIPT	Long form d7 salivary protein		Anopheles minimus	315	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ACUA018525	A0A182MHP4	unreviewed	A0A182MHP4_9DIPT	AGPT-Pplase1 domain-containing protein		Anopheles culicifacies	267	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AEPI004705	A0A182PCQ0	unreviewed	A0A182PCQ0_9DIPT	D7 protein		Anopheles epiroticus	465	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AALB001305	A0A182F4B5	unreviewed	A0A182F4B5_ANOAL	Long form d7 salivary protein		Anopheles albimanus (New world malaria mosquito)	316	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADIR000603	A0A182MYZ8	unreviewed	A0A182MYZ8_9DIPT	AGPT-Pplase1 domain-containing protein		Anopheles dirus	300	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AATE003612	A0A182IQL5	unreviewed	A0A182IQL5_9DIPT	Long form D7clu1 salivary protein		Anopheles atroparvus	313	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASIS017507	A0A084VY19	unreviewed	A0A084VY19_ANOSI	Long form D7 salivary protein	ZHAS_00010616	Anopheles sinensis (Mosquito)	313	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASIS003637	A0A084VY20	unreviewed	A0A084VY20_ANOSI	Long form D7clu1 salivary protein	ZHAS_00010617	Anopheles sinensis (Mosquito)	325	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008278	Q7PJ76	unreviewed	Q7PJ76_ANOGA	AGAP008278-PA (D7 long form salivary protein)	4578091 AgaP_AGAP008278	Anopheles gambiae (African malaria mosquito)	311	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008278	Q8WR35	unreviewed	Q8WR35_ANOGA	D7 protein long form		Anopheles gambiae (African malaria mosquito)	311	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEM010580	A0A182V8B3	unreviewed	A0A182V8B3_ANOME	Long form d7 salivary protein		Anopheles merus (Mosquito)	311	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF020231	A0A182QZX9	unreviewed	A0A182QZX9_9DIPT	Long form d7 salivary protein		Anopheles farauti	311	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC004451	W5JKI4	unreviewed	W5JKI4_ANODA	Peptidase S1 domain-containing protein	AND_004451	Anopheles darlingi (Mosquito)	304	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AALB006325	A0A182FII0	unreviewed	A0A182FII0_ANOAL	Peptidase S1 domain-containing protein		Anopheles albimanus (New world malaria mosquito)	299	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AFUN007416	A0A182RME4	unreviewed	A0A182RME4_ANOFN	D7 protein		Anopheles funestus (African malaria mosquito)	361	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASIS010119	A0A084VY18	unreviewed	A0A084VY18_ANOSI	AGAP008279-PA-like protein	ZHAS_00010615	Anopheles sinensis (Mosquito)	147	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEM010013	A0A182V764	unreviewed	A0A182V764_ANOME	D7 protein		Anopheles merus (Mosquito)	355	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AATE011300	A0A182J4P9	unreviewed	A0A182J4P9_9DIPT	Secreted protein		Anopheles atroparvus	279	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
